timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1727528351184,958,RefinedVIMEndUserCases-/api/tpmadmin/visitors/save,401,Unauthorized,RefinedVIMEndUserCases 1-1,text,false,,413,1440,1,1,https://192.168.192.172:8443/api/tpmadmin/visitors/save,958,0,552
1727528352143,910,RefinedVIMEndUserCases-/api/tpmadmin/visitors/save,400,Bad Request,RefinedVIMEndUserCases 1-1,text,false,,601,1325,1,1,https://192.168.192.172:8443/api/tpmadmin/visitors/save,910,0,0
